name,rating,genres,avg_user_rating
the-dark-knight-rises,★★★½,"Thriller, Drama, Crime, Action",3.8
ice-age-continental-drift,★★½,"Adventure, Family, Comedy, Animation",2.8
the-amazing-spider-man,★★★,"Science Fiction, Adventure, Action",3.4
ted,★★★,"Fantasy, Comedy",3.0
the-hunt-2012,★★★★½,Drama,4.3
moonrise-kingdom,★★★★,"Romance, Drama, Comedy",4.0
the-dictator-2012,★★★,Comedy,2.9
men-in-black-3,★★★,"Comedy, Action, Science Fiction",3.1
the-avengers-2012,★★★,"Science Fiction, Adventure, Action",3.7
prometheus,★★★,"Science Fiction, Horror, Adventure, Mystery",3.3
21-jump-street,★★★½,"Crime, Comedy, Action",3.6
the-hunger-games,★★★,"Fantasy, Science Fiction, Adventure",3.7
project-x-2012,★★,Comedy,3.3
the-cabin-in-the-woods,★★★½,"Horror, Mystery",3.4
sherlock-holmes-a-game-of-shadows,★★★,"Crime, Mystery, Action, Adventure",3.3
in-time,★★★,"Thriller, Action, Science Fiction",2.9
real-steel,★★★,"Action, Drama, Science Fiction",3.4
the-intouchables,★★★★,"Drama, Comedy",4.1
50-50,★★★½,"Comedy, Drama",3.6
rise-of-the-planet-of-the-apes,★★★½,"Thriller, Science Fiction, Action, Drama",3.7
captain-america-the-first-avenger,★★★,"Science Fiction, Action, Adventure",3.3
friends-with-benefits,★★★,"Comedy, Romance",2.9
harry-potter-and-the-deathly-hallows-part-2,★★★★,"Fantasy, Adventure",4.0
transformers-dark-of-the-moon,★★½,"Action, Science Fiction, Adventure",2.7
x-men-first-class,★★★,"Adventure, Action, Science Fiction",3.6
the-hangover-part-ii,★★★,Comedy,3.0
pirates-of-the-caribbean-on-stranger-tides,★★½,"Adventure, Fantasy, Action",2.9
paul-2011,★★★,"Science Fiction, Comedy, Adventure",3.1
harry-potter-and-the-deathly-hallows-part-1,★★★★,"Fantasy, Adventure",3.7
jackass-3d,★★★,"Comedy, Documentary, Action",3.4
the-social-network,★★★,Drama,3.9
127-hours,★★½,"Adventure, Thriller, Drama",3.5
simple-simon,★★★½,"Comedy, Drama",3.8
black-swan,★★★★,"Drama, Thriller, Horror",4.2
the-other-guys,★★★,"Crime, Thriller, Action, Comedy",3.3
scott-pilgrim-vs-the-world,★★,"Comedy, Romance, Action",3.9
inception,★★★★,"Action, Adventure, Science Fiction",4.2
grown-ups,★★½,Comedy,3.1
toy-story-3,★★★½,"Comedy, Animation, Family",4.0
the-karate-kid-2010,★★½,"Drama, Action, Family, Adventure",3.0
iron-man-2,★★★,"Adventure, Science Fiction, Action",2.9
shutter-island,★★★★,"Mystery, Drama, Thriller",4.1
sherlock-holmes-2009,★★★½,"Action, Mystery, Adventure, Crime",3.5
avatar,★★★½,"Fantasy, Science Fiction, Adventure, Action",3.6
2012,★★,"Adventure, Action, Science Fiction",2.5
a-serious-man,★★★½,"Comedy, Drama",3.9
jennifers-body,★★★,"Horror, Comedy",3.4
district-9,★★★½,Science Fiction,3.8
harry-potter-and-the-half-blood-prince,★★★½,"Adventure, Fantasy",3.7
ice-age-dawn-of-the-dinosaurs,★★★,"Comedy, Adventure, Family, Animation",3.2
transformers-revenge-of-the-fallen,★★½,"Action, Adventure, Science Fiction",2.5
the-hangover,★★★,Comedy,3.7
inglourious-basterds,★★★★,"Drama, Thriller, War",4.3
up,★★★★,"Animation, Adventure, Family, Comedy",4.1
x-men-origins-wolverine,★★,"Science Fiction, Adventure, Action",2.5
yes-man,★★★,"Comedy, Romance",3.1
twilight-2008,½,"Romance, Drama, Fantasy",3.0
tropic-thunder,★★★½,"War, Adventure, Comedy, Action",3.6
pineapple-express,★★★,"Comedy, Crime, Action",3.3
the-dark-knight,★★★★★,"Action, Drama, Thriller, Crime",4.5
hancock,★★★,"Action, Fantasy",2.8
mamma-mia,★★★½,"Comedy, Romance",3.8
walle,★★★★½,"Animation, Science Fiction, Family",4.2
the-incredible-hulk,No Rating,"Science Fiction, Action, Adventure",2.5
indiana-jones-and-the-kingdom-of-the-crystal-skull,★★½,"Action, Adventure",2.7
the-boy-in-the-striped-pyjamas,★★★,"War, History, Drama",3.6
radiohead-in-rainbows-from-the-basement,★★★★★,"Documentary, Music",4.7
iron-man-2008,★★★★,"Adventure, Science Fiction, Action",3.7
taken,★★★½,"Thriller, Action",3.5
let-the-right-one-in,★★★★,"Horror, Drama",4.0
rambo,★★★,"Action, War, Thriller",3.1
dear-zachary-a-letter-to-a-son-about-his-father,★★★★½,"Documentary, Crime",4.4
the-bucket-list,★★★,"Drama, Comedy",3.3
i-am-legend,★★★½,"Thriller, Drama, Science Fiction",3.4
hot-rod,★★★½,"Action, Comedy",3.5
the-bourne-ultimatum,★★★½,"Action, Mystery, Drama, Thriller",3.7
the-simpsons-movie,★★★,"Family, Comedy, Animation",3.5
earth,★★★★,Documentary,3.8
harry-potter-and-the-order-of-the-phoenix,★★★½,"Adventure, Fantasy",3.7
transformers,★★½,"Action, Science Fiction, Adventure",3.2
evan-almighty,★★½,"Comedy, Family, Fantasy",2.4
pirates-of-the-caribbean-at-worlds-end,★★★½,"Action, Adventure, Fantasy",3.5
no-country-for-old-men,★★★★★,"Crime, Thriller, Drama",4.3
spider-man-3,★★★,"Science Fiction, Adventure, Action",3.1
superbad,★★★½,Comedy,3.9
zodiac,★★★★,"Drama, Crime, Thriller, Mystery",4.0
hot-fuzz,★★★,"Action, Crime, Comedy",4.1
night-at-the-museum,★★★,"Fantasy, Family, Comedy, Adventure, Action",3.3
tenacious-d-in-the-pick-of-destiny,★★★,"Adventure, Fantasy, Comedy, Music",3.5
the-prestige,★★★★½,"Science Fiction, Drama, Mystery",4.3
this-is-england,★★★★,"Crime, Drama",4.1
children-of-men,★★★★½,"Action, Drama, Science Fiction, Thriller",4.3
borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan,★★★★,Comedy,3.7
pirates-of-the-caribbean-dead-mans-chest,★★★,"Action, Adventure, Fantasy",3.7
click,★★½,"Drama, Comedy, Fantasy",2.9
scary-movie-4,★★,Comedy,2.3
ice-age-the-meltdown,★★★,"Adventure, Comedy, Family, Animation",3.1
cars,★★★,"Adventure, Family, Comedy, Animation",3.8
planet-earth-2006,★★★★½,Documentary,4.6
little-miss-sunshine,★★★,"Drama, Comedy",4.2
v-for-vendetta,★★★½,"Thriller, Science Fiction, Action",3.9
king-kong-2005,★★★,"Drama, Action, Adventure",3.4
harry-potter-and-the-goblet-of-fire,★★★½,"Adventure, Fantasy",3.8
the-legend-of-zorro,★★★,"Western, Adventure, Action",2.8
pride-prejudice,★★★★,"Drama, Romance",4.1
brokeback-mountain,★★★★½,"Romance, Drama",4.1
the-40-year-old-virgin,★★★½,"Romance, Comedy",3.3
fantastic-four-2005,★★,"Science Fiction, Action, Fantasy",2.6
mr-mrs-smith-2005,★★★,"Thriller, Drama, Action, Comedy",3.3
batman-begins,★★★½,"Crime, Action, Drama",3.8
star-wars-episode-iii-revenge-of-the-sith,★★★,"Science Fiction, Adventure, Action",3.9
madagascar,★★★½,"Family, Adventure, Comedy, Animation",3.5
hitch-2005,★★★,"Romance, Comedy, Drama",3.1
national-treasure,★★★,"Thriller, Mystery, Adventure, Action",3.3
the-incredibles,★★★½,"Animation, Family, Adventure, Action",4.1
shark-tale,★★★,"Action, Animation, Comedy, Family",2.9
i-robot,★★★,"Action, Science Fiction",3.2
anchorman-the-legend-of-ron-burgundy,★★★½,Comedy,3.5
spider-man-2,★★★½,"Action, Science Fiction, Adventure",3.9
white-chicks,★★★,"Comedy, Crime",3.5
harry-potter-and-the-prisoner-of-azkaban,★★★★,"Fantasy, Adventure",4.1
the-day-after-tomorrow,★★★,"Action, Thriller, Science Fiction, Adventure",3.0
shrek-2,★★★★,"Family, Adventure, Comedy, Animation, Fantasy",4.1
mean-girls,★★★½,"Comedy, Drama",3.8
shaun-of-the-dead,★★★½,"Comedy, Horror",4.0
eternal-sunshine-of-the-spotless-mind,★★★★½,"Science Fiction, Romance, Drama",4.2
the-lord-of-the-rings-the-return-of-the-king,★★★★★,"Fantasy, Adventure, Action",4.5
slim-susie,★★★★½,"Crime, Comedy",3.6
kill-bill-vol-1,★★★,"Crime, Action",4.2
love-actually,★★★,"Drama, Romance, Comedy",3.5
lost-in-translation,★★★★,"Drama, Comedy, Romance",3.8
spy-kids-3-d-game-over,★★½,"Comedy, Science Fiction, Family, Action, Adventure",2.5
pirates-of-the-caribbean-the-curse-of-the-black-pearl,★★★½,"Fantasy, Adventure, Action",4.0
hulk,★★,"Science Fiction, Adventure, Action",2.4
finding-nemo,★★★★,"Animation, Family",4.0
evil,★★★★,Drama,3.8
bruce-almighty,★★★,"Comedy, Fantasy",3.2
memories-of-murder,★★★★½,"Thriller, Drama, Crime",4.4
x2,★★★,"Action, Adventure, Science Fiction",3.4
johnny-english,★★★,"Adventure, Comedy, Action",3.0
the-lord-of-the-rings-the-two-towers,★★★★½,"Fantasy, Adventure, Action",4.4
catch-me-if-you-can-2002,★★★★,"Drama, Crime",4.0
harry-potter-and-the-chamber-of-secrets,★★★½,"Fantasy, Adventure",3.6
8-mile,★★★½,"Drama, Music",3.6
lilya-4-ever,★★★★,"Drama, Crime",4.1
spy-kids-2-the-island-of-lost-dreams,★★½,"Action, Adventure, Science Fiction, Family, Comedy",2.8
austin-powers-in-goldmember,★★★,"Comedy, Crime, Science Fiction",3.0
men-in-black-ii,★★½,"Science Fiction, Comedy, Action",3.0
lilo-stitch,★★★★,"Comedy, Animation, Family",4.0
scooby-doo,★★½,"Comedy, Adventure, Mystery",3.3
the-bourne-identity-2002,★★★½,"Drama, Action, Mystery, Thriller",3.7
star-wars-episode-ii-attack-of-the-clones,★★,"Action, Science Fiction, Adventure",2.9
spider-man,★★★½,"Science Fiction, Action",3.8
ice-age,★★★★,"Comedy, Adventure, Family, Animation",3.6
the-lord-of-the-rings-the-fellowship-of-the-ring,★★★★½,"Fantasy, Adventure, Action",4.4
harry-potter-and-the-philosophers-stone,★★★½,"Adventure, Fantasy",3.8
monsters-inc,★★★½,"Comedy, Animation, Family",4.1
the-blue-planet,★★★★½,Documentary,4.4
american-pie-2,★★★,"Romance, Comedy",2.9
jurassic-park-iii,★★★,"Action, Thriller, Adventure, Science Fiction",2.8
atlantis-the-lost-empire,★★★½,"Family, Animation, Adventure, Science Fiction",3.7
amelie,★★★★,"Romance, Comedy",4.2
shrek,★★★★,"Adventure, Fantasy, Family, Animation, Comedy",4.1
spy-kids,★★★,"Family, Adventure, Comedy, Science Fiction, Action",3.0
almost-famous,★★★★,"Drama, Music",4.1
memento,★★★★,"Mystery, Thriller",4.2
together-2000,★★★★,"Comedy, Drama, Romance",3.9
x-men,★★★,"Science Fiction, Action, Adventure",3.3
scary-movie-2000,★★★,Comedy,3.1
chicken-run,★★★★,"Animation, Family, Comedy",3.6
dinosaur,★★½,"Adventure, Animation, Family",2.9
gladiator-2000,★★★★,"Action, Adventure, Drama",4.1
american-psycho,★★★★½,"Crime, Thriller, Horror, Drama",3.8
stuart-little,★★★,"Comedy, Adventure, Fantasy, Family",2.9
the-green-mile,★★★★,"Drama, Crime, Fantasy",4.2
toy-story-2,★★★★,"Family, Animation, Comedy",3.9
walking-with-dinosaurs,★★★★,"Documentary, Animation",4.2
fight-club,★★★★,Drama,4.3
american-pie,★★★,"Romance, Comedy",3.1
tarzan,★★★½,"Drama, Family, Adventure, Animation",3.7
austin-powers-the-spy-who-shagged-me,★★★,"Comedy, Science Fiction, Crime, Adventure",3.3
star-wars-episode-i-the-phantom-menace,★★★,"Action, Science Fiction, Adventure",3.0
the-matrix,★★★★,"Science Fiction, Action",4.2
show-me-love,★★★½,"Drama, Comedy, Romance",3.8
american-history-x,★★★★,Drama,4.1
the-truman-show,★★★★,"Comedy, Drama",4.2
the-big-lebowski,★★★½,"Crime, Comedy",4.1
good-will-hunting,★★★★½,Drama,4.3
titanic-1997,★★★½,"Drama, Romance",3.8
men-in-black,★★★½,"Comedy, Action, Science Fiction, Adventure",3.7
the-lost-world-jurassic-park,★★★,"Science Fiction, Action, Adventure",3.1
the-fifth-element,★★★★,"Action, Science Fiction, Adventure",3.8
independence-day,★★★½,"Adventure, Action, Science Fiction",3.3
mission-impossible,★★★,"Action, Thriller, Adventure",3.6
trainspotting,★★★★,"Drama, Crime",4.2
heat-1995,★★★★,"Crime, Action, Drama",4.3
toy-story,★★★★,"Comedy, Animation, Family, Adventure",4.1
se7en,★★★★½,"Crime, Mystery, Thriller",4.3
clueless,★★★,"Comedy, Romance",3.7
bad-boys-1995,★★★,"Comedy, Action, Thriller, Crime",3.2
dumb-and-dumber,★★★,Comedy,3.4
the-shawshank-redemption,★★★★★,"Crime, Drama",4.6
forrest-gump,★★★★½,"Drama, Comedy, Romance",4.1
the-lion-king,★★★★,"Animation, Family, Drama",4.2
pulp-fiction,★★★★½,"Crime, Thriller",4.3
ace-ventura-pet-detective,★★½,"Crime, Comedy, Mystery, Adventure",3.2
schindlers-list,★★★★½,"History, Drama, War",4.5
jurassic-park,★★★★,"Science Fiction, Adventure",4.1
alien-3,★★½,"Horror, Science Fiction, Action",2.8
the-silence-of-the-lambs,★★★★½,"Horror, Crime, Thriller, Drama",4.3
home-alone,★★★½,"Family, Comedy",3.8
back-to-the-future-part-ii,★★★½,"Comedy, Science Fiction, Adventure",3.9
dead-poets-society,★★★★,Drama,4.3
indiana-jones-and-the-last-crusade,★★★½,"Adventure, Action",4.1
rain-man,★★★½,Drama,3.9
cinema-paradiso,★★★½,"Drama, Romance",4.5
die-hard,★★★½,"Thriller, Action",4.1
my-neighbor-totoro,★★★½,"Fantasy, Animation, Family",4.2
the-princess-bride,★★★★½,"Adventure, Romance, Fantasy, Family, Comedy",4.1
aliens,★★★★,"Science Fiction, Horror, Thriller, Action",4.1
rocky-iv-rocky-vs-drago-the-ultimate-directors,★★★,Drama,3.7
come-and-see,★★★★★,"War, Drama",4.6
back-to-the-future,★★★½,"Comedy, Science Fiction, Adventure",4.2
return-of-the-jedi,★★★★,"Action, Science Fiction, Adventure",4.1
first-blood,★★★½,"War, Action, Adventure, Thriller",3.8
et-the-extra-terrestrial,★★★½,"Science Fiction, Fantasy, Adventure, Family",3.8
raiders-of-the-lost-ark,★★★★,"Adventure, Action",4.2
the-shining,★★★½,"Horror, Thriller",4.2
the-empire-strikes-back,★★★★½,"Action, Science Fiction, Adventure",4.4
alien,★★★★½,"Horror, Science Fiction",4.3
grease,★★★,"Comedy, Romance",3.5
star-wars,★★★★,"Adventure, Action, Science Fiction",4.2
rocky,★★★,Drama,4.1
the-exorcist,★★★★,Horror,4.0
2001-a-space-odyssey,★★★½,"Adventure, Mystery, Science Fiction",4.3
